case,PrefixLen,Act1,Act2,Act3,Res1,Res2,Res3,gender_cat,citizen_cat,age_group,german_speaking_cat,religious_cat,label,score
7549,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,T,45-64,T,T,0,1
2625,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,T,30-44,F,T,1,1
6075,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,F,F,1,1
6118,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,T,F,1,1
1524,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,30-44,T,T,0,1
610,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,30-44,F,F,0,1
3827,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,T,T,1,1
5761,3,A08,A12,A01,Front Desk,HR-dummy,Senior Partner,T,T,45-64,T,T,0,0
371,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,30-44,T,F,0,0
7915,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,65+,F,T,0,1
7041,3,A08,A12,A03,Online System,HR-pro,HR-pro,T,T,30-44,T,T,0,1
9875,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,T,30-44,T,T,1,1
4515,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,45-64,T,T,0,1
6945,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,45-64,F,T,0,1
7204,3,A08,A12,A01,Front Desk,HR-dummy,Senior Partner,F,F,45-64,T,T,0,0
3083,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,45-64,T,T,0,1
7460,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,30-44,T,F,0,1
4525,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,45-64,T,T,0,1
6649,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,45-64,F,F,1,0
8445,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,F,45-64,T,T,0,1
5263,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,T,45-64,T,F,0,1
7307,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,F,45-64,T,T,0,0
1848,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,F,F,30-44,F,T,0,0
4712,3,A08,A12,A01,Front Desk,HR-dummy,HR-dummy,T,T,30-44,F,T,0,0
3936,3,A08,A12,A03,Online System,HR-pro,HR-pro,T,F,45-64,F,T,0,1
1146,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,F,T,0,1
844,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,T,45-64,F,T,0,1
4134,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,T,30-44,T,T,0,1
6798,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,45-64,F,F,0,1
7252,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,65+,T,F,0,1
3186,3,A08,A12,A01,Online System,HR-dummy,HR-dummy,F,F,45-64,T,F,0,0
6589,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,T,F,1,1
5100,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,F,T,30-44,F,T,1,0
4111,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,T,T,1,1
8969,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,45-64,T,F,0,0
6759,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,45-64,T,T,0,1
7574,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,45-64,T,F,0,0
3512,3,A08,A12,A11,Online System,HR-pro,HR-dummy,T,T,30-44,T,T,0,0
3389,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,30-44,F,T,1,1
2292,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,F,T,0,1
5575,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,45-64,T,T,0,0
7834,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,45-64,T,T,1,1
3326,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,45-64,T,F,1,1
3334,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,T,F,1,1
9444,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,45-64,F,T,1,1
9644,3,A08,A12,A01,Online System,HR-pro,HR-dummy,F,T,45-64,T,T,0,0
2977,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,F,T,0,1
8712,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,45-64,F,T,0,1
2217,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,T,45-64,T,T,0,1
1177,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,30-44,T,T,0,1
5328,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,T,F,30-44,F,F,0,0
3572,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,F,T,1,1
2035,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,T,45-64,T,F,0,1
4002,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,45-64,F,F,0,1
2592,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,F,T,45-64,F,F,0,0
5176,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,F,45-64,F,T,0,1
9239,3,A08,A12,A11,Online System,HR-pro,Senior Partner,F,T,30-44,T,T,1,1
6512,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,45-64,F,F,1,1
8994,3,A08,A12,A03,Online System,HR-pro,HR-pro,F,F,45-64,F,T,0,1
5102,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,45-64,F,F,1,1
2931,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,T,30-44,F,T,0,0
6642,3,A08,A12,A03,Online System,HR-pro,HR-pro,T,T,45-64,T,T,0,1
9264,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,F,F,45-64,F,T,0,1
2123,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,T,30-44,F,T,1,1
3613,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,F,F,45-64,F,T,1,0
392,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,F,F,45-64,F,F,0,1
5361,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,F,T,0,1
7373,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,F,45-64,F,F,0,1
4482,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,F,T,0,1
402,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,F,F,45-64,T,F,0,1
4924,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,T,30-44,T,F,1,1
8491,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,T,T,0,1
4909,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,T,30-44,F,T,0,1
6097,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,65+,T,T,0,1
5255,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,45-64,F,F,0,1
7413,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,T,45-64,T,T,1,1
28,3,A08,A12,A01,Front Desk,HR-dummy,Senior Partner,T,T,45-64,T,T,0,0
5634,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,F,45-64,T,F,1,1
5551,3,A08,A12,A03,Online System,HR-pro,HR-pro,T,F,45-64,T,F,0,1
2687,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,F,T,45-64,T,F,0,0
5986,3,A08,A12,A03,Online System,HR-pro,HR-pro,F,F,45-64,F,T,1,1
6941,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,T,45-64,T,F,0,0
4185,3,A08,A12,A03,Front Desk,HR-dummy,HR-pro,T,F,45-64,F,T,0,1
5270,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,T,F,45-64,T,F,0,0
6939,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,45-64,T,T,0,1
2938,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,T,T,0,1
8892,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,T,30-44,T,F,0,1
8514,3,A08,A12,A03,Online System,HR-dummy,HR-pro,F,F,45-64,F,F,0,1
8102,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,65+,F,T,1,0
1668,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,F,T,1,1
5445,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,T,T,30-44,T,T,1,0
4814,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,T,45-64,F,F,0,1
7337,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,F,F,45-64,F,F,1,0
6717,3,A08,A12,A03,Front Desk,HR-pro,HR-pro,F,F,30-44,T,T,0,0
5022,3,A08,A12,A03,Online System,HR-dummy,HR-dummy,T,F,45-64,T,F,1,1
3271,3,A08,A12,A11,Front Desk,HR-pro,Senior Partner,F,T,45-64,F,F,0,0
1380,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,F,45-64,T,F,0,1
7407,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,65+,T,F,1,0
8528,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,F,1,1
7662,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,45-64,T,T,1,1
4394,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,F,45-64,T,F,0,1
6775,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,F,F,45-64,T,T,0,0
4463,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,T,T,30-44,T,T,0,1
3834,3,A08,A12,A01,Front Desk,HR-dummy,HR-dummy,F,F,45-64,T,T,0,0
2399,3,A08,A12,A11,Front Desk,HR-dummy,Senior Partner,F,F,30-44,T,F,1,1
3371,3,A08,A12,A03,Online System,HR-pro,HR-dummy,F,T,45-64,F,T,1,1
8442,3,A08,A12,A11,Front Desk,HR-pro,HR-dummy,T,T,45-64,F,T,1,0
4,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,30-44,F,F,1,1
4702,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,T,T,45-64,T,F,1,1
8717,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,30-44,F,F,1,1
8497,3,A08,A12,A03,Online System,HR-dummy,HR-pro,T,F,45-64,F,T,0,1
4640,3,A08,A12,A03,Online System,HR-pro,HR-dummy,T,T,45-64,F,T,0,1
5117,3,A08,A12,A11,Online System,HR-dummy,HR-dummy,T,F,45-64,F,F,0,1
4315,3,A08,A12,A03,Front Desk,HR-pro,HR-dummy,T,F,45-64,T,F,1,0
449,3,A08,A12,A03,Front Desk,HR-dummy,HR-dummy,T,F,45-64,F,T,0,1
213,3,A08,A12,A11,Front Desk,HR-dummy,HR-dummy,T,F,45-64,T,F,1,0
2698,3,A08,A12,A11,Online System,HR-dummy,Senior Partner,F,T,45-64,F,F,0,1
5140,3,A08,A12,A03,Online System,HR-pro,HR-pro,F,T,45-64,T,F,0,1
